id,first_name,last_name,position,team_id,team_abbreviation,team_city,height_feet,height_inches,weight_pounds
14,Ike,Anigbogu,C,12,IND,Indiana,,,
25,Ron,Baker,G,20,NYK,New York,,,
47,Jabari,Bird,G,2,BOS,Boston,,,
67,MarShon,Brooks,G,15,MEM,Memphis,,,
71,Lorenzo,Brown,G,28,TOR,Toronto,,,
90,Omri,Casspi,F,15,MEM,Memphis,,,
1,Alex,Abrines,G,21,OKC,Oklahoma City,6.0,6.0,200.0
119,Tyler,Davis,C,21,OKC,Oklahoma City,,,
149,Keenan,Evans,G,9,DET,Detroit,,,
179,Marcin,Gortat,C,13,LAC,LA,,,
1593,Andrew,Bogut,F,10,GSW,Golden State,,,
241,Amir,Johnson,C-F,23,PHI,Philadelphia,6.0,9.0,240.0
392,Malachi,Richardson,G,29,UTA,Utah,,,
281,Zach,Lofton,G,9,DET,Detroit,,,
263,Kosta,Koufos,C,26,SAC,Sacramento,7.0,0.0,245.0
382,Billy,Preston,F,6,CLE,Cleveland,,,
384,Zhou,Qi,F-C,11,HOU,Houston,,,
388,Zach,Randolph,F,26,SAC,Sacramento,,,
430,DJ,Stephens,G-F,15,MEM,Memphis,,,
437,Milos,Teodosic,G,13,LAC,LA,,,
448,Gary,Trent Jr.,G,25,POR,Portland,,,
494,Michael,Smith,,2,BOS,Boston,,,
495,John,Morton,,6,CLE,Cleveland,,,
496,Howard,Wright,,1,ATL,Atlanta,,,
497,Michael,Ansley,,22,ORL,Orlando,,,
14,Ike,Anigbogu,C,12,IND,Indiana,,,
25,Ron,Baker,G,20,NYK,New York,,,
47,Jabari,Bird,G,2,BOS,Boston,,,
67,MarShon,Brooks,G,15,MEM,Memphis,,,
71,Lorenzo,Brown,G,28,TOR,Toronto,,,
90,Omri,Casspi,F,15,MEM,Memphis,,,
1,Alex,Abrines,G,21,OKC,Oklahoma City,6.0,6.0,200.0
119,Tyler,Davis,C,21,OKC,Oklahoma City,,,
149,Keenan,Evans,G,9,DET,Detroit,,,
179,Marcin,Gortat,C,13,LAC,LA,,,
1593,Andrew,Bogut,F,10,GSW,Golden State,,,
241,Amir,Johnson,C-F,23,PHI,Philadelphia,6.0,9.0,240.0
392,Malachi,Richardson,G,29,UTA,Utah,,,
281,Zach,Lofton,G,9,DET,Detroit,,,
263,Kosta,Koufos,C,26,SAC,Sacramento,7.0,0.0,245.0
382,Billy,Preston,F,6,CLE,Cleveland,,,
384,Zhou,Qi,F-C,11,HOU,Houston,,,
388,Zach,Randolph,F,26,SAC,Sacramento,,,
430,DJ,Stephens,G-F,15,MEM,Memphis,,,
437,Milos,Teodosic,G,13,LAC,LA,,,
448,Gary,Trent Jr.,G,25,POR,Portland,,,
494,Michael,Smith,,2,BOS,Boston,,,
495,John,Morton,,6,CLE,Cleveland,,,
496,Howard,Wright,,1,ATL,Atlanta,,,
497,Michael,Ansley,,22,ORL,Orlando,,,
498,John,Salley,,9,DET,Detroit,,,
499,Dan,Schayes,,17,MIL,Milwaukee,,,
500,Mark,Eaton,,29,UTA,Utah,,,
501,Kevin,Johnson,,24,PHX,Phoenix,,,
502,Danny,Ainge,,25,POR,Portland,,,
503,Kenny,Smith,,11,HOU,Houston,,,
504,Randy,Breuer,,18,MIN,Minnesota,,,
505,Herb,Williams,,7,DAL,Dallas,,,
506,Joe,Wolf,,8,DEN,Denver,,,
507,Steve,Johnson,,10,GSW,Golden State,,,
508,Glen,Rice,,16,MIA,Miami,,,
509,Greg,Foster,,30,WAS,Washington,,,
510,Larry,Nance,,6,CLE,Cleveland,,,
511,Duane,Ferrell,,1,ATL,Atlanta,,,
512,Nick,Anderson,,22,ORL,Orlando,,,
513,Joe,Dumars,,9,DET,Detroit,,,
514,Jay,Humphries,,17,MIL,Milwaukee,,,
515,Darrell,Griffith,,29,UTA,Utah,,,
516,Dan,Majerle,,24,PHX,Phoenix,,,
517,Tom,Chambers,,24,PHX,Phoenix,,,
518,Alaa,Abdelnaby,,25,POR,Portland,,,
519,Adrian,Caldwell,,11,HOU,Houston,,,
520,Vernon,Maxwell,,11,HOU,Houston,,,
521,Doug,West,,18,MIN,Minnesota,,,
522,Tony,Campbell,,18,MIN,Minnesota,,,
523,Roy,Tarpley,,7,DAL,Dallas,,,
524,Anthony,Cook,,8,DEN,Denver,,,
525,Todd,Lichti,,8,DEN,Denver,,,
526,Tom,Tolbert,,10,GSW,Golden State,,,
527,Billy,Thompson,,16,MIA,Miami,,,
528,Byron,Irvin,,30,WAS,Washington,,,
529,Mark,Price,,6,CLE,Cleveland,,,
530,Dominique,Wilkins,,1,ATL,Atlanta,,,
531,Dennis,Scott,,22,ORL,Orlando,,,
532,Terry,Catledge,,22,ORL,Orlando,,,
533,Bill,Laimbeer,,9,DET,Detroit,,,
534,William,Bedford,,9,DET,Detroit,,,
535,Ricky,Pierce,,17,MIL,Milwaukee,,,
536,Blue,Edwards,,29,UTA,Utah,,,
537,Walter,Palmer,,29,UTA,Utah,,,
538,Mark,West,,24,PHX,Phoenix,,,
539,Clifford,Robinson,,25,POR,Portland,,,
540,Hakeem,Olajuwon,,11,HOU,Houston,,,
541,Richard,Coffey,,18,MIN,Minnesota,,,
542,James,Donaldson,,7,DAL,Dallas,,,
543,Jerome,Lane,,8,DEN,Denver,,,
544,Sarunas,Marciulionis,,10,GSW,Golden State,,,
545,Grant,Long,,16,MIA,Miami,,,
546,Willie,Burton,,16,MIA,Miami,,,
547,Mark,Alarie,,30,WAS,Washington,,,
548,Winston,Bennett,,6,CLE,Cleveland,,,
549,Doc,Rivers,,1,ATL,Atlanta,,,
550,Tim,McCormick,,1,ATL,Atlanta,,,
551,Scott,Skiles,,22,ORL,Orlando,,,
552,Dennis,Rodman,,9,DET,Detroit,,,
553,Greg,Anderson,,17,MIL,Milwaukee,,,
554,Jeff,Malone,,29,UTA,Utah,,,
555,Cedric,Ceballos,,24,PHX,Phoenix,,,
556,Tim,Perry,,24,PHX,Phoenix,,,
557,Buck,Williams,,25,POR,Portland,,,
558,Dave,Jamerson,,11,HOU,Houston,,,
559,Scott,Brooks,,18,MIN,Minnesota,,,
560,Rolando,Blackman,,7,DAL,Dallas,,,
561,Avery,Johnson,,8,DEN,Denver,,,
562,Rod,Higgins,,10,GSW,Golden State,,,
563,Jon,Sundvold,,16,MIA,Miami,,,
564,A.J.,English,,30,WAS,Washington,,,
565,John,Battle,,1,ATL,Atlanta,,,
566,Sam,Vincent,,22,ORL,Orlando,,,
567,Isiah,Thomas,,9,DET,Detroit,,,
568,Brad,Lohaus,,17,MIL,Milwaukee,,,
569,Mike,Brown,,29,UTA,Utah,,,
570,Kenny,Battle,,24,PHX,Phoenix,,,
571,Danny,Young,,25,POR,Portland,,,
572,Larry,Smith,,11,HOU,Houston,,,
573,Pooh,Richardson,,18,MIN,Minnesota,,,
574,Derek,Harper,,7,DAL,Dallas,,,
575,Michael,Adams,,8,DEN,Denver,,,
576,Tim,Hardaway,,10,GSW,Golden State,,,
577,Bimbo,Coles,,16,MIA,Miami,,,
578,Darrell,Walker,,30,WAS,Washington,,,
579,Kevin,Willis,,1,ATL,Atlanta,,,
580,Otis,Smith,,22,ORL,Orlando,,,
581,James,Edwards,,9,DET,Detroit,,,
582,Frank,Brickowski,,17,MIL,Milwaukee,,,
583,Karl,Malone,,29,UTA,Utah,,,
584,Ian,Lockhart,,24,PHX,Phoenix,,,
585,Kevin,Duckworth,,25,POR,Portland,,,
586,Otis,Thorpe,,11,HOU,Houston,,,
587,Gerald,Glass,,18,MIN,Minnesota,,,
588,Alex,English,,7,DAL,Dallas,,,
589,T.R.,Dunn,,8,DEN,Denver,,,
590,Alton,Lister,,10,GSW,Golden State,,,
591,Sherman,Douglas,,16,MIA,Miami,,,
592,Charles,Jones,,30,WAS,Washington,,,
593,Moses,Malone,,1,ATL,Atlanta,,,
594,Mark,Acres,,22,ORL,Orlando,,,
595,Lance,Blanks,,9,DET,Detroit,,,
596,Jeff,Grayer,,17,MIL,Milwaukee,,,
597,Chris,Munk,,29,UTA,Utah,,,
598,Jeff,Hornacek,,24,PHX,Phoenix,,,
599,Jerome,Kersey,,25,POR,Portland,,,
600,Dave,Feitl,,11,HOU,Houston,,,
601,Tod,Murphy,,18,MIN,Minnesota,,,
602,Lafayette,Lever,,7,DAL,Dallas,,,
603,Corey,Gaines,,8,DEN,Denver,,,
604,Mitch,Richmond,,10,GSW,Golden State,,,
605,Kevin,Edwards,,16,MIA,Miami,,,
606,Haywoode,Workman,,30,WAS,Washington,,,
607,Tom,Hammonds,,30,WAS,Washington,,,
608,Rumeal,Robinson,,1,ATL,Atlanta,,,
609,Greg,Kite,,22,ORL,Orlando,,,
610,Vinnie,Johnson,,9,DET,Detroit,,,
611,Jack,Sikma,,17,MIL,Milwaukee,,,
612,Delaney,Rudd,,29,UTA,Utah,,,
613,Ed,Nealy,,24,PHX,Phoenix,,,
614,Wayne,Cooper,,25,POR,Portland,,,
615,Sleepy,Floyd,,11,HOU,Houston,,,
616,Felton,Spencer,,18,MIN,Minnesota,,,
617,Tyrone,Corbin,,18,MIN,Minnesota,,,
618,Marcus,Liberty,,8,DEN,Denver,,,
619,Walter,Davis,,8,DEN,Denver,,,
620,Tyrone,Hill,,10,GSW,Golden State,,,
621,Alec,Kessler,,16,MIA,Miami,,,
622,Terry,Davis,,16,MIA,Miami,,,
623,Larry,Robinson,,30,WAS,Washington,,,
624,Sidney,Moncrief,,1,ATL,Atlanta,,,
625,Jeff,Turner,,22,ORL,Orlando,,,
626,Scott,Hastings,,9,DET,Detroit,,,
627,Alvin,Robertson,,17,MIL,Milwaukee,,,
628,Steve,Henson,,17,MIL,Milwaukee,,,
629,Andy,Toolson,,29,UTA,Utah,,,
630,Thurl,Bailey,,29,UTA,Utah,,,
631,Kurt,Rambis,,24,PHX,Phoenix,,,
632,Clyde,Drexler,,25,POR,Portland,,,
633,David,Wood,,11,HOU,Houston,,,
634,Sam,Mitchell,,18,MIN,Minnesota,,,
635,Rodney,McCray,,7,DAL,Dallas,,,
636,Blair,Rasmussen,,8,DEN,Denver,,,
637,Kevin,Pritchard,,10,GSW,Golden State,,,
638,Milt,Wagner,,16,MIA,Miami,,,
639,Bernard,King,,30,WAS,Washington,,,
640,Roy,Hinson,,3,BKN,Brooklyn,,,
641,Matt,Bullard,,11,HOU,Houston,,,
642,Alan,Ogg,,16,MIA,Miami,,,
643,Kevin,Lynch,,4,CHA,Charlotte,,,
644,Larry,Krystkowiak,,17,MIL,Milwaukee,,,
645,Pete,Chilcutt,,26,SAC,Sacramento,,,
646,Randy,Brown,,26,SAC,Sacramento,,,
647,Elliot,Perry,,13,LAC,LA,,,
648,Jimmy,Oliver,,6,CLE,Cleveland,,,
649,Terrell,Brandon,,6,CLE,Cleveland,,,
650,Greg,Sutton,,27,SAS,San Antonio,,,
651,Tom,Copa,,27,SAS,San Antonio,,,
652,Donald,Hodge,,7,DAL,Dallas,,,
653,Joao,Vianna,,7,DAL,Dallas,,,
654,Mike,Iuzzolino,,7,DAL,Dallas,,,
655,Greg,Anthony,,20,NYK,New York,,,
656,Albert,King,,30,WAS,Washington,,,
657,Tellis,Frank,,18,MIN,Minnesota,,,
658,David,Benoit,,29,UTA,Utah,,,
659,Demetrius,Calip,,14,LAL,Los Angeles,,,
660,Dikembe,Mutombo,,8,DEN,Denver,,,
661,Mark,Macon,,8,DEN,Denver,,,
662,Chris,Gatling,,10,GSW,Golden State,,,
663,Victor,Alexander,,10,GSW,Golden State,,,
664,Mark,Randall,,5,CHI,Chicago,,,
665,Mitchell,Wiggins,,23,PHI,Philadelphia,,,
666,Tharon,Mayes,,23,PHI,Philadelphia,,,
667,Charles,Thomas,,9,DET,Detroit,,,
668,Robert,Pack,,25,POR,Portland,,,
669,John,Bagley,,2,BOS,Boston,,,
670,Rick,Fox,,2,BOS,Boston,,,
671,Larry,Johnson,,4,CHA,Charlotte,,,
672,Alexander,Volkov,,1,ATL,Atlanta,,,
673,Stacey,Augmon,,1,ATL,Atlanta,,,
674,Carl,Thomas,,26,SAC,Sacramento,,,
675,Steven,Smith,,16,MIA,Miami,,,
676,Stanley,Roberts,,22,ORL,Orlando,,,
677,Doug,Lee,,3,BKN,Brooklyn,,,
678,Rafael,Addison,,3,BKN,Brooklyn,,,
679,Sean,Green,,12,IND,Indiana,,,
680,Corey,Crowder,,29,UTA,Utah,,,
681,Eric,Murdock,,29,UTA,Utah,,,
682,Kevin,Brooks,,8,DEN,Denver,,,
683,Carlton,McKinney,,20,NYK,New York,,,
684,Billy,Owens,,10,GSW,Golden State,,,
685,Doug,Smith,,7,DAL,Dallas,,,
686,Marty,Conlon,,21,OKC,Oklahoma City,,,
687,Rich,King,,21,OKC,Oklahoma City,,,
688,Brad,Sellers,,9,DET,Detroit,,,
689,Rodney,Monroe,,1,ATL,Atlanta,,,
690,Lanard,Copeland,,13,LAC,LA,,,
691,LeRon,Ellis,,13,LAC,LA,,,
692,Larry,Stewart,,30,WAS,Washington,,,
693,John,Turner,,11,HOU,Houston,,,
694,Charles,Shackleford,,23,PHI,Philadelphia,,,
695,Keith,Owens,,14,LAL,Los Angeles,,,
696,Paul,Graham,,1,ATL,Atlanta,,,
697,Kenny,Anderson,,3,BKN,Brooklyn,,,
698,Carl,Herrera,,11,HOU,Houston,,,
699,Myron,Brown,,18,MIN,Minnesota,,,
700,Dale,Davis,,12,IND,Indiana,,,
701,Labradford,Smith,,30,WAS,Washington,,,
702,Bison,Dele,,22,ORL,Orlando,,,
703,Chuck,Nevitt,,5,CHI,Chicago,,,
704,Patrick,Eddie,,20,NYK,New York,,,
705,David,Rivers,,13,LAC,LA,,,
706,Luc,Longley,,18,MIN,Minnesota,,,
707,Bob,McCann,,9,DET,Detroit,,,
708,Donald,Royal,,27,SAS,San Antonio,,,
709,Anthony,Bowie,,22,ORL,Orlando,,,
710,Chris,Corchiani,,22,ORL,Orlando,,,
711,Stephen,Thompson,,22,ORL,Orlando,,,
712,Jeff,Ruland,,23,PHI,Philadelphia,,,
713,Ronnie,Grandison,,4,CHA,Charlotte,,,
714,Lamont,Strothers,,25,POR,Portland,,,
715,Tracy,Moore,,7,DAL,Dallas,,,
716,Jaren,Jackson,,10,GSW,Golden State,,,
717,Ennis,Whatley,,25,POR,Portland,,,
718,Brian,Howard,,7,DAL,Dallas,,,
719,Steve,Burtt,,24,PHX,Phoenix,,,
720,Cedric,Hunter,,4,CHA,Charlotte,,,
721,Stephen,Bardo,,27,SAS,San Antonio,,,
722,Cliff,T. Robinson,,14,LAL,Los Angeles,,,
723,Derek,Strong,,30,WAS,Washington,,,
724,Bobby,Phills,,6,CLE,Cleveland,,,
725,Anthony,Avent,,17,MIL,Milwaukee,,,
726,Lee,Mayberry,,17,MIL,Milwaukee,,,
727,Todd,Day,,17,MIL,Milwaukee,,,
728,Tony,Bennett,,4,CHA,Charlotte,,,
729,Brent,Price,,30,WAS,Washington,,,
730,Don,MacLean,,30,WAS,Washington,,,
731,Tom,Gugliotta,,30,WAS,Washington,,,
732,Walt,Williams,,26,SAC,Sacramento,,,
733,Lloyd,Daniels,,27,SAS,San Antonio,,,
734,Vinny,Del Negro,,27,SAS,San Antonio,,,
735,Shaquille,O'Neal,,22,ORL,Orlando,,,
736,Adam,Keefe,,1,ATL,Atlanta,,,
737,Clar.,Weatherspoon,,23,PHI,Philadelphia,,,
738,Robert,Horry,,11,HOU,Houston,,,
739,Chris,Smith,,18,MIN,Minnesota,,,
740,Christian,Laettner,,18,MIN,Minnesota,,,
741,Gundars,Vetra,,18,MIN,Minnesota,,,
742,Corey,Williams,,5,CHI,Chicago,,,
743,Elmore,Spencer,,13,LAC,LA,,,
744,Anthony,Peeler,,14,LAL,Los Angeles,,,
745,Duane,Cooper,,14,LAL,Los Angeles,,,
746,John,Crotty,,29,UTA,Utah,,,
747,Stephen,Howard,,29,UTA,Utah,,,
748,Byron,Houston,,10,GSW,Golden State,,,
749,Keith,Jennings,,10,GSW,Golden State,,,
750,Latrell,Sprewell,,10,GSW,Golden State,,,
751,Bryant,Stith,,8,DEN,Denver,,,
752,LaPhonso,Ellis,,8,DEN,Denver,,,
753,Matt,Othick,,27,SAS,San Antonio,,,
754,Sam,Mack,,27,SAS,San Antonio,,,
755,Anthony,Pullard,,17,MIL,Milwaukee,,,
756,Malik,Sealy,,12,IND,Indiana,,,
757,Hubert,Davis,,20,NYK,New York,,,
758,Sean,Rooks,,7,DAL,Dallas,,,
759,Walter,Bond,,7,DAL,Dallas,,,
760,Harold,Miner,,16,MIA,Miami,,,
761,Oliver,Miller,,24,PHX,Phoenix,,,
762,Lorenzo,Williams,,4,CHA,Charlotte,,,
763,Dave,Johnson,,25,POR,Portland,,,
764,Reggie,Smith,,25,POR,Portland,,,
765,Tracy,Murray,,25,POR,Portland,,,
766,Robert,Werdann,,8,DEN,Denver,,,
767,Alex,Stivrins,,24,PHX,Phoenix,,,
768,Frank,Johnson,,24,PHX,Phoenix,,,
769,Randy,Woods,,13,LAC,LA,,,
770,Litterial,Green,,22,ORL,Orlando,,,
771,Alonzo,Mourning,,4,CHA,Charlotte,,,
772,Alex,Blackwell,,14,LAL,Los Angeles,,,
773,Isaiah,Morris,,9,DET,Detroit,,,
774,Doug,Overton,,30,WAS,Washington,,,
775,Eric,Anderson,,20,NYK,New York,,,
776,Tim,Kempton,,24,PHX,Phoenix,,,
777,Stan,Kimbrough,,26,SAC,Sacramento,,,
778,Jay,Guidinger,,6,CLE,Cleveland,,,
779,Gary,Plummer,,8,DEN,Denver,,,
780,Matt,Geiger,,16,MIA,Miami,,,
781,Marcus,Webb,,2,BOS,Boston,,,
782,Jojo,English,,5,CHI,Chicago,,,
783,Marlon,Maxey,,18,MIN,Minnesota,,,
784,Jon,Barry,,17,MIL,Milwaukee,,,
785,Richard,Dumas,,24,PHX,Phoenix,,,
786,Radisav,Curcic,,7,DAL,Dallas,,,
787,Andre,Spencer,,1,ATL,Atlanta,,,
788,Dexter,Cambridge,,7,DAL,Dallas,,,
789,Joe,Courtney,,5,CHI,Chicago,,,
790,Duane,Washington,,13,LAC,LA,,,
791,Melvin,Newbern,,9,DET,Detroit,,,
792,Ricky,Blanton,,5,CHI,Chicago,,,
793,Jim,Jackson,,7,DAL,Dallas,,,
794,Barry,Stevens,,10,GSW,Golden State,,,
795,Doug,Christie,,14,LAL,Los Angeles,,,
796,Pat,Durham,,10,GSW,Golden State,,,
797,Thomas,Jordan,,23,PHI,Philadelphia,,,
798,Gary,Alexander,,16,MIA,Miami,,,
799,Anfernee,Hardaway,,22,ORL,Orlando,,,
800,Keith,Tower,,22,ORL,Orlando,,,
801,Chris,Whitney,,27,SAS,San Antonio,,,
802,Josh,Grant,,10,GSW,Golden State,,,
803,Bobby,Hurley,,26,SAC,Sacramento,,,
804,Mike,Peplowski,,26,SAC,Sacramento,,,
805,Darnell,Mee,,8,DEN,Denver,,,
806,Rodney,Rogers,,8,DEN,Denver,,,
807,Acie,Earl,,2,BOS,Boston,,,
808,Dino,Radja,,2,BOS,Boston,,,
809,Chris,Mills,,6,CLE,Cleveland,,,
810,Vin,Baker,,17,MIL,Milwaukee,,,
811,Antonio,Harvey,,14,LAL,Los Angeles,,,
812,Nick,Van Exel,,14,LAL,Los Angeles,,,
813,Terry,Dehere,,13,LAC,LA,,,
814,James,Robinson,,25,POR,Portland,,,
815,Corie,Blount,,5,CHI,Chicago,,,
816,Toni,Kukoc,,5,CHI,Chicago,,,
817,Michael,Curry,,23,PHI,Philadelphia,,,
818,Shawn,Bradley,,23,PHI,Philadelphia,,,
819,Warren,Kidd,,23,PHI,Philadelphia,,,
820,Calbert,Cheaney,,30,WAS,Washington,,,
821,Mitchell,Butler,,30,WAS,Washington,,,
822,Tito,Horford,,30,WAS,Washington,,,
823,Bryon,Russell,,29,UTA,Utah,,,
824,Luther,Wright,,29,UTA,Utah,,,
825,Darren,Morningstar,,7,DAL,Dallas,,,
826,Jamal,Mashburn,,7,DAL,Dallas,,,
827,Lucious,Harris,,7,DAL,Dallas,,,
828,Popeye,Jones,,7,DAL,Dallas,,,
829,Eric,Riley,,11,HOU,Houston,,,
830,Sam,Cassell,,11,HOU,Houston,,,
831,P.J.,Brown,,3,BKN,Brooklyn,,,
832,Rex,Walters,,3,BKN,Brooklyn,,,
833,Antonio,Davis,,12,IND,Indiana,,,
834,Allan,Houston,,9,DET,Detroit,,,
835,Lindsey,Hunter,,9,DET,Detroit,,,
836,Brian,Davis,,18,MIN,Minnesota,,,
837,Isaiah,Rider,,18,MIN,Minnesota,,,
838,Matt,Wenstrom,,2,BOS,Boston,,,
839,Scott,Haskin,,12,IND,Indiana,,,
840,Gerald,Madkins,,6,CLE,Cleveland,,,
841,Greg,Graham,,23,PHI,Philadelphia,,,
842,Ervin,Johnson,,21,OKC,Oklahoma City,,,
843,George,Lynch,,14,LAL,Los Angeles,,,
844,Bob,Martin,,13,LAC,LA,,,
845,Ricky,Grace,,1,ATL,Atlanta,,,
846,Sedric,Toney,,6,CLE,Cleveland,,,
847,Chris,Webber,,10,GSW,Golden State,,,
848,Gheorghe,Muresan,,30,WAS,Washington,,,
849,Richard,Petruska,,11,HOU,Houston,,,
850,Kevin,Thompson,,25,POR,Portland,,,
851,Adonis,Jordan,,8,DEN,Denver,,,
852,Scott,Burrell,,4,CHA,Charlotte,,,
853,Dell,Demps,,10,GSW,Golden State,,,
854,Evers,Burns,,26,SAC,Sacramento,,,
855,Aaron,Williams,,29,UTA,Utah,,,
856,Stanley,Jackson,,18,MIN,Minnesota,,,
857,David,Wesley,,3,BKN,Brooklyn,,,
858,Chris,King,,21,OKC,Oklahoma City,,,
859,Doug,Edwards,,1,ATL,Atlanta,,,
860,Harold,Ellis,,13,LAC,LA,,,
861,Malcolm,Mackey,,24,PHX,Phoenix,,,
862,Ben,Coleman,,9,DET,Detroit,,,
863,Roy,Marble,,8,DEN,Denver,,,
864,Reggie,Jordan,,14,LAL,Los Angeles,,,
865,Chad,Gallagher,,29,UTA,Utah,,,
866,Bo,Outlaw,,13,LAC,LA,,,
867,Bill,Edwards,,23,PHI,Philadelphia,,,
868,Andrew,Gaze,,30,WAS,Washington,,,
869,Alphonso,Ford,,21,OKC,Oklahoma City,,,
870,Andres,Guibert,,18,MIN,Minnesota,,,
871,Skeeter,Henry,,24,PHX,Phoenix,,,
872,Chris,Jent,,11,HOU,Houston,,,
873,Geert,Hammink,,22,ORL,Orlando,,,
874,Jalen,Rose,,8,DEN,Denver,,,
875,Reggie,Slater,,8,DEN,Denver,,,
876,Askia,Jones,,18,MIN,Minnesota,,,
877,Donyell,Marshall,,18,MIN,Minnesota,,,
878,Howard,Eisley,,18,MIN,Minnesota,,,
879,Grant,Hill,,9,DET,Detroit,,,
880,Anthony,Miller,,14,LAL,Los Angeles,,,
881,Eddie,Jones,,14,LAL,Los Angeles,,,
882,Dickey,Simpkins,,5,CHI,Chicago,,,
883,Eric,Piatkowski,,13,LAC,LA,,,
884,Lamond,Murray,,13,LAC,LA,,,
885,Matt,Fish,,13,LAC,LA,,,
886,Aaron,McKie,,25,POR,Portland,,,
887,Eric,Montross,,2,BOS,Boston,,,
888,Fred,Vinson,,1,ATL,Atlanta,,,
889,Tom,Hovasse,,1,ATL,Atlanta,,,
890,Jamie,Watson,,29,UTA,Utah,,,
891,Khalid,Reeves,,16,MIA,Miami,,,
892,Brian,Grant,,26,SAC,Sacramento,,,
893,Henry,Turner,,26,SAC,Sacramento,,,
894,Michael,Smith,,26,SAC,Sacramento,,,
895,Antonio,Lang,,24,PHX,Phoenix,,,
896,Wesley,Person,,24,PHX,Phoenix,,,
897,B.J.,Tyler,,23,PHI,Philadelphia,,,
898,Derrick,Alston,,23,PHI,Philadelphia,,,
899,Sharone,Wright,,23,PHI,Philadelphia,,,
900,Eric,Mobley,,17,MIL,Milwaukee,,,
901,Darrin,Hancock,,4,CHA,Charlotte,,,
902,Bill,Curley,,9,DET,Detroit,,,
903,Anthony,Tucker,,30,WAS,Washington,,,
904,Tim,Breaux,,11,HOU,Houston,,,
905,Zan,Tabak,,11,HOU,Houston,,,
906,Brooks,Thompson,,22,ORL,Orlando,,,
907,Glenn,Robinson,,17,MIL,Milwaukee,,,
908,Jason,Kidd,,7,DAL,Dallas,,,
909,Tony,Dumas,,7,DAL,Dallas,,,
910,Monty,Williams,,20,NYK,New York,,,
911,Carlos,Rogers,,10,GSW,Golden State,,,
912,Sergei,Bazarevich,,1,ATL,Atlanta,,,
913,Julius,Nwosu,,27,SAS,San Antonio,,,
914,Trevor,Ruffin,,24,PHX,Phoenix,,,
915,Yinka,Dare,,3,BKN,Brooklyn,,,
916,Greg,Minor,,2,BOS,Boston,,,
917,Clifford,Rozier,,10,GSW,Golden State,,,
918,Charlie,Ward,,20,NYK,New York,,,
919,Dontonio,Wingfield,,21,OKC,Oklahoma City,,,
920,Aaron,Swinson,,24,PHX,Phoenix,,,
921,Jim,McIlvaine,,30,WAS,Washington,,,
922,Juwan,Howard,,30,WAS,Washington,,,
923,James,Blackwell,,4,CHA,Charlotte,,,
924,Ivano,Newbill,,9,DET,Detroit,,,
925,Dwayne,Morton,,10,GSW,Golden State,,,
926,Chris,Childs,,3,BKN,Brooklyn,,,
927,Ryan,Lorthridge,,10,GSW,Golden State,,,
928,Elmer,Bennett,,6,CLE,Cleveland,,,
929,Darrick,Martin,,18,MIN,Minnesota,,,
930,Jerome,Harmon,,23,PHI,Philadelphia,,,
931,Mark,Strickland,,12,IND,Indiana,,,
932,Eldridge,Recasner,,8,DEN,Denver,,,
933,Darrell,Armstrong,,22,ORL,Orlando,,,
934,Derrick,Phelps,,26,SAC,Sacramento,,,
935,Cherokee,Parks,,7,DAL,Dallas,,,
936,Loren,Meyer,,7,DAL,Dallas,,,
937,Charles,Claxton,,2,BOS,Boston,,,
938,Eric,Williams,,2,BOS,Boston,,,
939,Junior,Burrough,,2,BOS,Boston,,,
940,Brent,Barry,,13,LAC,LA,,,
941,Chris,Carr,,24,PHX,Phoenix,,,
942,Michael,Finley,,24,PHX,Phoenix,,,
943,Greg,Ostertag,,29,UTA,Utah,,,
944,Eric,Snow,,21,OKC,Oklahoma City,,,
945,Sherell,Ford,,21,OKC,Oklahoma City,,,
946,Jerry,Stackhouse,,23,PHI,Philadelphia,,,
947,Jeff,Webster,,30,WAS,Washington,,,
948,Rasheed,Wallace,,30,WAS,Washington,,,
949,Arvydas,Sabonis,,25,POR,Portland,,,
950,Gary,Trent,,25,POR,Portland,,,
951,Randolph,Childress,,25,POR,Portland,,,
952,Bryant,Reeves,,15,MEM,Memphis,,,
953,Lawrence,Moten,,15,MEM,Memphis,,,
954,Jason,Caffey,,5,CHI,Chicago,,,
955,George,Zidek,,4,CHA,Charlotte,,,
956,Alvin,Heggs,,11,HOU,Houston,,,
957,Joe,Smith,,10,GSW,Golden State,,,
958,Alan,Henderson,,1,ATL,Atlanta,,,
959,Travis,Best,,12,IND,Indiana,,,
960,Damon,Stoudamire,,28,TOR,Toronto,,,
961,Jimmy,King,,28,TOR,Toronto,,,
962,Ed,O'Bannon,,3,BKN,Brooklyn,,,
963,Lou,Roe,,9,DET,Detroit,,,
964,Theo,Ratliff,,9,DET,Detroit,,,
965,Antonio,McDyess,,8,DEN,Denver,,,
966,Bob,Sura,,6,CLE,Cleveland,,,
967,Donny,Marshall,,6,CLE,Cleveland,,,
968,John,Amaechi,,6,CLE,Cleveland,,,
969,Tyus,Edney,,26,SAC,Sacramento,,,
970,Jerome,Allen,,18,MIN,Minnesota,,,
971,Kevin,Garnett,,18,MIN,Minnesota,,,
972,Mark,Davis,,18,MIN,Minnesota,,,
973,Marques,Bragg,,18,MIN,Minnesota,,,
974,Shawn,Respert,,17,MIL,Milwaukee,,,
975,Fred,Hoiberg,,12,IND,Indiana,,,
